rank,candidate_id,v2_score,v1_score,fake_risk,current_title,profile_years,company,location,manual_override_note,risk_reasons,evidence_hits,feature_v1_score,feature_fit_score,feature_fake_risk,feature_title,feature_years,feature_retrieval,feature_ranking,feature_evaluation,feature_production,feature_relevance_system,feature_shipper,feature_llm,feature_skills,feature_company,feature_location,feature_behavior,feature_education,feature_raw_years_ideal,feature_raw_years_senior_band,feature_response_rate,feature_notice_fast,feature_open_to_work,feature_india_or_relocate,feature_target_city,feature_verified_strength,feature_github_strength,feature_top_rank_signal,feature_career_depth_signal,feature_availability_signal,feature_risk_safe
1,CAND_0030468,9.402256594,1.022343519,0.000,Senior Applied Scientist,5.4,Swiggy,"Indore, Madhya Pradesh",,,connect users with relevant information | relevant information at scale | ranking and retrieval systems | decide what to show | search & discovery | offline metrics | online numbers | offline experimentation,9.402257,0.922344,0.000000,0.950000,1.000000,0.412500,0.675000,0.500000,1.000000,1.000000,1.000000,0.000000,0.662354,0.980000,0.780000,0.797042,1.000000,0.680000,1.000000,0.780000,0.714286,1.000000,1.000000,0.000000,1.000000,0.450000,0.870000,0.788125,0.820960,1.000000
208,CAND_0037000,2.139654941,0.498263735,0.194,Search Engineer,2.7,Unacademy,"Noida, Uttar Pradesh",,career duration exceeds stated experience,offline metrics | semantic search | retrieval | embedding | embeddings | sentence transformers | bm25 | faiss,2.139655,0.745069,0.193636,0.930000,0.180000,1.000000,1.000000,1.000000,0.412500,0.250000,0.737500,0.375000,1.000000,0.980000,1.000000,0.696451,0.580000,0.140000,0.000000,0.610000,1.000000,0.000000,1.000000,1.000000,0.666667,0.668000,0.703375,0.660625,0.581080,0.806364
209,CAND_0040887,2.136706096,0.585625544,0.000,Machine Learning Engineer,4.7,Netflix,Toronto,,,semantic search | retrieval | embedding | embeddings | sentence-transformers | bm25 | faiss | milvus,2.136706,0.683261,0.000000,0.900000,0.860000,1.000000,0.612500,0.750000,0.412500,0.000000,0.487500,0.625000,0.805042,0.840000,0.240000,0.864108,0.760000,0.540000,0.000000,0.840000,1.000000,1.000000,0.000000,0.000000,1.000000,0.342000,0.529375,0.483125,0.905643,1.000000
210,CAND_0003841,2.114317931,0.367545143,0.070,ML Engineer,5.0,Tech Mahindra,"Pune, Maharashtra",,low profile completeness,retrieval | sentence transformers | pinecone | ranking | recommendation system | recommendation systems | production | Fine-tuning LLMs,2.114318,0.548982,0.070000,0.830000,1.000000,0.287500,0.375000,0.000000,0.300000,0.000000,0.000000,0.575000,0.475857,0.660000,1.000000,0.632669,1.000000,0.600000,1.000000,0.710000,0.857143,1.000000,1.000000,1.000000,0.333333,0.267000,0.369000,0.191875,0.759139,0.930000
211,CAND_0040178,2.111581521,0.345500530,0.000,ML Engineer,5.0,Meesho,"Pune, Maharashtra",,,vector search | retrieval | weaviate | opensearch | learning to rank | ranking | production | serving,2.111582,0.607851,0.000000,0.830000,1.000000,0.350000,0.362500,0.000000,0.550000,0.000000,0.000000,1.000000,0.742525,0.980000,1.000000,0.573734,0.820000,0.600000,1.000000,0.550000,0.571429,1.000000,1.000000,1.000000,0.666667,0.197000,0.404000,0.242500,0.652708,1.000000
212,CAND_0033911,2.085882177,0.280751082,0.000,Data Scientist,6.9,Mad Street Den,"Delhi, Delhi",,,retrieval | sentence transformers | bm25 | faiss | learning to rank | ranking | production | LLMs,2.085882,0.584144,0.000000,0.800000,1.000000,0.350000,0.362500,0.000000,0.300000,0.000000,0.000000,1.000000,0.876577,0.980000,0.930000,0.568827,0.940000,0.980000,1.000000,0.760000,0.000000,0.000000,1.000000,1.000000,0.333333,0.779000,0.357500,0.205000,0.417531,1.000000
213,CAND_0096104,2.066206622,0.385586156,0.000,AI Specialist,7.0,Yellow.ai,"Delhi, Delhi",,,semantic search | retrieval | bm25 | pinecone | ranking | production | PEFT | Hugging Face Transformers,2.066207,0.538224,0.000000,0.680000,1.000000,0.350000,0.250000,0.000000,0.300000,0.000000,0.000000,0.512500,0.461133,0.980000,0.930000,0.706855,1.000000,1.000000,1.000000,0.330000,0.857143,1.000000,1.000000,1.000000,1.000000,0.720000,0.299000,0.182500,0.693813,1.000000
214,CAND_0033987,2.061117058,0.313121373,0.000,ML Engineer,6.8,Wysa,"Delhi, Delhi",,,retrieval | faiss | learning to rank | ranking | recommendation system | recommendation systems | production | Fine-tuning LLMs,2.061117,0.570885,0.000000,0.830000,1.000000,0.225000,0.437500,0.000000,0.300000,0.000000,0.000000,0.575000,0.725563,0.980000,1.000000,0.616394,0.580000,0.960000,1.000000,0.710000,0.285714,1.000000,1.000000,1.000000,0.666667,0.000000,0.381500,0.188750,0.666915,1.000000
215,CAND_0033350,2.050389651,0.413554822,0.000,Data Scientist,6.2,upGrad,"Coimbatore, Tamil Nadu",,,information retrieval | retrieval | bm25 | opensearch | ranking | production | QLoRA | Kubeflow,2.050390,0.550901,0.000000,0.800000,1.000000,0.412500,0.162500,0.000000,0.300000,0.000000,0.000000,0.587500,0.475444,0.980000,0.730000,0.703141,0.940000,0.840000,1.000000,0.850000,0.285714,1.000000,1.000000,0.000000,1.000000,0.000000,0.317500,0.180625,0.736614,1.000000
216,CAND_0010541,2.040037588,0.400053610,0.000,AI Research Engineer,6.2,Wysa,"Hyderabad, Telangana",,,retrieval | bm25 | qdrant | weaviate | pinecone | ranking | production | serving,2.040038,0.545276,0.000000,0.600000,1.000000,0.412500,0.250000,0.000000,0.550000,0.000000,0.000000,0.387500,0.667374,0.980000,0.890000,0.627912,0.940000,0.840000,1.000000,0.590000,0.571429,1.000000,1.000000,1.000000,0.666667,0.182000,0.312500,0.235625,0.684379,1.000000
217,CAND_0006538,2.030311017,0.369466488,0.000,AI Specialist,5.7,Dream11,"Kolkata, West Bengal",,,retrieval | elasticsearch | learning to rank | ranking | recommendation system | recommendation systems | production | PEFT,2.030311,0.521080,0.000000,0.680000,1.000000,0.225000,0.487500,0.000000,0.300000,0.000000,0.000000,1.000000,0.546233,0.620000,0.830000,0.673493,1.000000,0.740000,1.000000,0.860000,0.571429,1.000000,1.000000,0.000000,0.666667,0.000000,0.346500,0.198750,0.770112,1.000000
218,CAND_0043958,2.013875063,0.331994638,0.000,AI Research Engineer,6.7,Dream11,"Bhubaneswar, Odisha",,,retrieval | sentence transformers | faiss | learning to rank | ranking | production | serving | Fine-tuning LLMs,2.013875,0.503712,0.000000,0.600000,1.000000,0.287500,0.362500,0.000000,0.550000,0.000000,0.000000,0.712500,0.572067,0.620000,0.680000,0.560929,1.000000,0.940000,1.000000,0.670000,0.000000,0.000000,1.000000,0.000000,1.000000,0.680000,0.335000,0.226875,0.391872,1.000000
219,CAND_0098952,2.001822383,0.357188632,0.000,AI Research Engineer,5.5,CRED,"Gurgaon, Haryana",,,semantic search | retrieval | opensearch | ranking | recommendation system | recommendation systems | production | NLP,2.001822,0.527270,0.000000,0.600000,1.000000,0.287500,0.375000,0.000000,0.300000,0.000000,0.000000,0.512500,0.561904,0.980000,1.000000,0.641137,0.940000,0.700000,1.000000,0.660000,0.714286,1.000000,1.000000,1.000000,1.000000,0.472000,0.300000,0.191875,0.728598,1.000000
220,CAND_0052431,1.959877735,0.366911359,0.070,ML Engineer,5.3,Swiggy,"Ahmedabad, Gujarat",,low profile completeness,semantic search | retrieval | milvus | ranking | production | MLOps | Kubeflow,1.959878,0.546137,0.070000,0.830000,1.000000,0.287500,0.162500,0.000000,0.300000,0.000000,0.000000,0.525000,0.344126,0.980000,0.830000,0.659657,1.000000,0.660000,1.000000,0.850000,0.714286,0.000000,1.000000,0.000000,0.666667,0.776000,0.326500,0.149375,0.583506,0.930000
221,CAND_0013393,1.928554252,0.322968321,0.000,ML Engineer,5.3,Freshworks,"Bangalore, Karnataka",,,retrieval | embedding | embeddings | sentence transformers | milvus | qdrant | pinecone | opensearch,1.928554,0.592716,0.000000,0.830000,1.000000,0.600000,0.300000,0.000000,0.300000,0.000000,0.000000,0.525000,0.925598,0.980000,0.890000,0.568371,0.820000,0.660000,1.000000,0.330000,0.571429,1.000000,1.000000,1.000000,0.666667,0.000000,0.354000,0.255000,0.595563,1.000000
222,CAND_0073917,1.924261547,0.396963994,0.000,Data Scientist,5.8,InMobi,"Bhubaneswar, Odisha",,,retrieval | qdrant | learning to rank | ranking | recommendation system | recommendation systems | production | MLOps,1.924262,0.540293,0.000000,0.800000,1.000000,0.225000,0.487500,0.000000,0.300000,0.000000,0.000000,0.450000,0.573222,0.980000,0.680000,0.589746,0.580000,0.760000,1.000000,0.460000,0.285714,1.000000,1.000000,0.000000,1.000000,0.000000,0.382500,0.198750,0.593756,1.000000
223,CAND_0002876,1.901789689,0.347819215,0.000,Software Engineer,5.7,Mindtree,"Noida, Uttar Pradesh",,,information retrieval | retrieval | bm25 | serving | shipped | drift | on-call | PEFT,1.901790,0.498552,0.000000,0.500000,1.000000,0.187500,0.000000,0.000000,0.912500,0.000000,0.162500,0.387500,0.312602,0.660000,1.000000,0.628931,0.760000,0.740000,1.000000,0.790000,0.285714,1.000000,1.000000,1.000000,0.666667,0.623000,0.286875,0.200000,0.691930,1.000000
224,CAND_0069718,1.889436579,0.421059461,0.000,ML Engineer,5.7,Saarthi.ai,"Trivandrum, Kerala",,,retrieval | opensearch | elasticsearch | production | serving | PEFT | MLOps,1.889437,0.555026,0.000000,0.830000,1.000000,0.287500,0.000000,0.000000,0.550000,0.000000,0.000000,0.450000,0.433321,0.980000,0.780000,0.623221,1.000000,0.740000,1.000000,0.400000,0.571429,1.000000,1.000000,0.000000,1.000000,0.000000,0.331500,0.154375,0.635003,1.000000
225,CAND_0020375,1.883383793,0.352294687,0.000,Data Engineer,5.4,Pied Piper,"Bangalore, Karnataka",,,learning to rank | a/b | serving | shipped | drift | on-call | NLP | Kubeflow,1.883384,0.492682,0.000000,0.500000,1.000000,0.000000,0.062500,0.250000,0.912500,0.000000,0.162500,0.325000,0.273108,0.620000,0.990000,0.523990,0.940000,0.680000,1.000000,0.400000,0.285714,0.000000,1.000000,1.000000,0.666667,0.582000,0.324375,0.165625,0.352453,1.000000
226,CAND_0093945,1.872139551,0.378060164,0.000,Senior Data Engineer,6.6,Nykaa,"Coimbatore, Tamil Nadu",,,faiss | learning to rank | a/b | serving | shipped | drift | on-call | BentoML,1.872140,0.492957,0.000000,0.500000,1.000000,0.062500,0.062500,0.250000,0.912500,0.000000,0.162500,0.325000,0.372129,0.620000,0.830000,0.558192,0.880000,0.920000,1.000000,0.450000,0.285714,1.000000,1.000000,0.000000,0.666667,0.188000,0.324375,0.181250,0.578634,1.000000
227,CAND_0002120,1.871410027,0.372194871,0.000,ML Engineer,6.5,HCL,Berlin,,,information retrieval | retrieval | embedding | embeddings | qdrant | pinecone | ranking | production,1.871410,0.503753,0.000000,0.830000,1.000000,0.537500,0.300000,0.000000,0.300000,0.000000,0.000000,1.000000,0.697689,0.060000,0.290000,0.784302,1.000000,0.900000,1.000000,0.720000,0.714286,1.000000,0.000000,0.000000,0.333333,0.504000,0.354000,0.239375,0.800864,1.000000
228,CAND_0058146,1.865412284,0.348056640,0.000,AI Research Engineer,5.1,PolicyBazaar,"Ahmedabad, Gujarat",,,information retrieval | retrieval | qdrant | ranking | recommendation system | recommendation systems | production | LLMs,1.865412,0.513085,0.000000,0.600000,1.000000,0.350000,0.287500,0.000000,0.300000,0.000000,0.000000,0.637500,0.663828,0.980000,0.680000,0.591128,1.000000,0.620000,1.000000,0.790000,0.714286,0.000000,1.000000,0.000000,0.666667,0.800000,0.282500,0.190000,0.541094,1.000000
229,CAND_0022870,1.846548223,0.368687833,0.000,AI Specialist,6.7,HCL,"Ahmedabad, Gujarat",,,semantic search | information retrieval | retrieval | embedding | embeddings | qdrant | elasticsearch | ranking,1.846548,0.518069,0.000000,0.680000,1.000000,0.600000,0.162500,0.000000,0.300000,0.000000,0.000000,0.462500,0.629464,0.660000,0.830000,0.619183,0.880000,0.940000,1.000000,0.440000,0.571429,1.000000,1.000000,0.000000,1.000000,0.366000,0.281500,0.227500,0.643387,1.000000
230,CAND_0064888,1.843702821,0.337419446,0.180,ML Engineer,5.8,Verloop.io,"Vizag, Andhra Pradesh",,AI domain mismatch,embedding | embeddings | elasticsearch | pgvector | learning to rank | production | serving | Fine-tuning LLMs,1.843703,0.553415,0.180000,0.830000,1.000000,0.250000,0.062500,0.000000,0.550000,0.000000,0.000000,0.425000,0.692276,0.620000,0.780000,0.842041,1.000000,0.760000,1.000000,0.920000,0.857143,1.000000,1.000000,0.000000,1.000000,0.174000,0.344000,0.157500,0.895388,0.820000
231,CAND_0055992,1.842778778,0.550204893,0.240,AI Engineer,16.9,CRED,Sydney,,career duration far below stated experience,semantic search | information retrieval | retrieval | embedding | embeddings | sentence-transformers | bm25 | faiss,1.842779,0.731040,0.240000,0.890000,0.180000,1.000000,1.000000,1.000000,1.000000,0.000000,0.487500,0.800000,1.000000,0.980000,0.610000,0.710565,1.000000,0.000000,0.000000,0.720000,0.571429,1.000000,1.000000,0.000000,1.000000,0.653000,0.717000,0.648750,0.749940,0.760000
232,CAND_0066798,1.822067116,0.398717818,0.000,ML Engineer,5.1,Zoho,"Jaipur, Rajasthan",,,retrieval | embedding | embeddings | ranking | recommendation system | recommendation systems | production | LoRA,1.822067,0.532440,0.000000,0.830000,1.000000,0.287500,0.375000,0.000000,0.300000,0.000000,0.000000,1.000000,0.652659,0.620000,0.680000,0.522222,0.880000,0.620000,1.000000,0.690000,0.714286,0.000000,1.000000,0.000000,0.666667,0.000000,0.369000,0.191875,0.488532,1.000000
233,CAND_0017090,1.818430539,0.349951467,0.000,Senior Software Engineer (ML),5.5,Paytm,"Kochi, Kerala",,,weaviate | opensearch | production | serving | BentoML,1.818431,0.491243,0.000000,0.620000,1.000000,0.125000,0.000000,0.000000,0.550000,0.000000,0.000000,0.250000,0.250626,0.980000,0.730000,0.755711,0.820000,0.700000,1.000000,0.710000,0.571429,1.000000,1.000000,0.000000,0.666667,0.734000,0.268500,0.113750,0.765499,1.000000
234,CAND_0060835,1.811179684,0.387167234,0.000,Senior Software Engineer (ML),6.6,Sarvam AI,"Bangalore, Karnataka",,,retrieval | embedding | embeddings | sentence transformers | faiss | weaviate | ranking | production,1.811180,0.531482,0.000000,0.620000,1.000000,0.475000,0.250000,0.000000,0.300000,0.000000,0.000000,0.387500,0.600673,0.980000,0.990000,0.645362,0.760000,0.920000,1.000000,0.320000,0.285714,1.000000,1.000000,1.000000,0.666667,0.818000,0.281000,0.213750,0.581002,1.000000
235,CAND_0081086,1.797291324,0.388576032,0.000,AI Specialist,5.2,Observe.AI,"Noida, Uttar Pradesh",,,retrieval | embedding | embeddings | weaviate | pgvector | ranking | production | serving,1.797291,0.529677,0.000000,0.680000,1.000000,0.412500,0.162500,0.000000,0.550000,0.000000,0.000000,0.512500,0.540048,0.620000,1.000000,0.587077,0.940000,0.640000,1.000000,0.340000,0.714286,1.000000,1.000000,1.000000,1.000000,0.000000,0.319000,0.218125,0.626974,1.000000
236,CAND_0007052,1.793391542,0.304359220,0.070,ML Engineer,6.5,Unacademy,"Pune, Maharashtra",,low profile completeness,semantic search | vector search | retrieval | milvus | weaviate | elasticsearch | production | serving,1.793392,0.592875,0.070000,0.830000,1.000000,0.475000,0.000000,0.000000,0.550000,0.000000,0.000000,0.387500,0.998991,0.980000,1.000000,0.600199,0.700000,0.900000,1.000000,0.850000,0.571429,1.000000,1.000000,1.000000,1.000000,0.000000,0.331500,0.201250,0.738294,0.930000
237,CAND_0004402,1.789445591,0.274876182,0.000,AI Research Engineer,6.0,Yellow.ai,"Delhi, Delhi",,,retrieval | sentence transformers | qdrant | opensearch | learning to rank | ranking | production | PEFT,1.789446,0.545803,0.000000,0.600000,1.000000,0.350000,0.312500,0.000000,0.300000,0.000000,0.000000,0.712500,0.761351,0.980000,0.930000,0.779697,1.000000,0.800000,1.000000,0.830000,0.571429,1.000000,1.000000,1.000000,1.000000,0.000000,0.287500,0.195000,0.805093,1.000000
238,CAND_0067643,1.767693094,0.252466280,0.000,AI Research Engineer,6.0,PhonePe,"Chennai, Tamil Nadu",,,retrieval | bm25 | qdrant | elasticsearch | learning to rank | ranking | production | NLP,1.767693,0.498769,0.000000,0.600000,1.000000,0.350000,0.362500,0.000000,0.300000,0.000000,0.000000,0.650000,0.724601,0.620000,0.830000,0.547371,1.000000,0.800000,1.000000,0.490000,0.571429,0.000000,1.000000,0.000000,1.000000,0.733000,0.297500,0.205000,0.427163,1.000000
239,CAND_0082624,1.765371270,0.281805399,0.000,Data Engineer,7.9,Mindtree,"Kochi, Kerala",,,embedding | embeddings | sentence transformers | recommendation system | recommendation systems | a/b | drift | on-call,1.765371,0.438759,0.000000,0.500000,1.000000,0.187500,0.125000,0.250000,0.500000,0.000000,0.000000,0.450000,0.496121,0.200000,0.830000,0.566700,1.000000,0.820000,1.000000,0.770000,0.285714,1.000000,1.000000,0.000000,1.000000,0.291000,0.275000,0.146875,0.662037,1.000000
240,CAND_0070332,1.763778403,0.366928671,0.000,Analytics Engineer,7.5,Meesho,"Gurgaon, Haryana",,,pgvector | a/b | shipped | drift | on-call | LoRA | Kubeflow | MLflow,1.763778,0.515221,0.000000,0.500000,1.000000,0.062500,0.000000,0.250000,0.750000,0.000000,0.250000,0.387500,0.287106,0.980000,0.950000,0.567233,1.000000,0.900000,1.000000,0.420000,0.857143,0.000000,1.000000,1.000000,1.000000,0.616000,0.287500,0.153125,0.460465,1.000000
241,CAND_0070525,1.763570695,0.382705578,0.000,Senior Software Engineer (ML),5.4,Mad Street Den,"Hyderabad, Telangana",,,retrieval | embedding | embeddings | ranking | recommendation system | recommendation systems | production | LLMs,1.763571,0.536606,0.000000,0.620000,1.000000,0.287500,0.375000,0.000000,0.300000,0.000000,0.000000,1.000000,0.378028,0.980000,0.890000,0.847617,0.820000,0.680000,1.000000,0.930000,0.714286,1.000000,1.000000,1.000000,1.000000,0.184000,0.306000,0.191875,0.878690,1.000000
242,CAND_0024987,1.738194873,0.340110315,0.000,Backend Engineer,7.6,Capgemini,"Trivandrum, Kerala",,,sentence transformers | serving | shipped | drift | on-call | RAG | MLflow,1.738195,0.468332,0.000000,0.500000,1.000000,0.062500,0.000000,0.000000,1.000000,0.000000,0.300000,0.450000,0.291384,0.440000,0.730000,0.622295,0.520000,0.880000,1.000000,0.610000,0.285714,1.000000,1.000000,0.000000,0.666667,0.720000,0.300000,0.195625,0.644275,1.000000
243,CAND_0077498,1.713392702,0.401484277,0.000,Senior Software Engineer (ML),5.4,Niramai,"Ahmedabad, Gujarat",,,retrieval | embedding | embeddings | sentence transformers | bm25 | milvus | elasticsearch | production,1.713393,0.550172,0.000000,0.770000,1.000000,0.537500,0.000000,0.000000,0.162500,0.000000,0.000000,1.000000,0.613397,0.980000,0.730000,0.844290,0.820000,0.680000,1.000000,0.890000,0.571429,1.000000,1.000000,0.000000,0.333333,0.578000,0.255375,0.158750,0.845930,1.000000
244,CAND_0000165,1.706056916,0.265365978,0.000,AI Specialist,6.8,Mad Street Den,San Francisco,,,semantic search | vector search | information retrieval | retrieval | sentence transformers | qdrant | ranking | production,1.706057,0.556443,0.000000,0.680000,1.000000,0.537500,0.162500,0.000000,0.550000,0.000000,0.000000,0.587500,0.729480,0.980000,0.610000,0.619287,1.000000,0.960000,1.000000,0.300000,0.000000,1.000000,1.000000,0.000000,1.000000,0.615000,0.319000,0.249375,0.522715,1.000000
245,CAND_0078363,1.688668110,0.358045318,0.000,Backend Engineer,6.8,Flipkart,"Indore, Madhya Pradesh",,,serving | shipped | drift | on-call | Hugging Face Transformers | Kubeflow,1.688668,0.494053,0.000000,0.500000,1.000000,0.000000,0.000000,0.000000,0.912500,0.000000,0.162500,0.450000,0.121237,0.980000,0.680000,0.673146,1.000000,0.960000,1.000000,0.760000,0.571429,1.000000,1.000000,0.000000,0.666667,0.515000,0.286875,0.153125,0.744973,1.000000
246,CAND_0016359,1.677955012,0.272622365,0.000,Senior Software Engineer,6.4,Infosys,"Bhubaneswar, Odisha",,,information retrieval | retrieval | shipped | drift | on-call | RAG | PyTorch | NLP,1.677955,0.449805,0.000000,0.500000,1.000000,0.125000,0.000000,0.000000,0.800000,0.000000,0.300000,0.387500,0.353208,0.200000,0.830000,0.661723,0.640000,0.880000,1.000000,0.520000,0.000000,1.000000,1.000000,0.000000,1.000000,0.638000,0.270000,0.181250,0.594689,1.000000
247,CAND_0072547,1.673875347,0.339278518,0.000,Senior Software Engineer (ML),5.1,Vedantu,"Kolkata, West Bengal",,,information retrieval | retrieval | embedding | embeddings | pgvector | ranking | production | Machine Learning,1.673875,0.477920,0.000000,0.620000,1.000000,0.475000,0.162500,0.000000,0.300000,0.000000,0.000000,0.587500,0.689921,0.480000,0.730000,0.617740,0.700000,0.620000,1.000000,0.810000,0.285714,1.000000,1.000000,0.000000,1.000000,0.495000,0.263500,0.196250,0.692453,1.000000
248,CAND_0091072,1.670750933,0.350476162,0.000,Software Engineer,7.9,Paytm,"Indore, Madhya Pradesh",,,vector search | recommendation system | recommendation systems | a/b | shipped | drift | on-call | Kubeflow,1.670751,0.496939,0.000000,0.500000,1.000000,0.062500,0.125000,0.250000,0.662500,0.000000,0.162500,0.325000,0.320594,0.980000,0.730000,0.549428,1.000000,0.820000,1.000000,0.780000,0.857143,0.000000,1.000000,0.000000,1.000000,0.000000,0.299375,0.156250,0.543343,1.000000
249,CAND_0095842,1.664910140,0.306070538,0.000,Analytics Engineer,6.2,HCL,"Bangalore, Karnataka",,,bm25 | a/b | shipped | drift | on-call | PyTorch | Machine Learning | MLOps,1.664910,0.448227,0.000000,0.500000,1.000000,0.062500,0.000000,0.250000,0.662500,0.000000,0.162500,0.325000,0.235828,0.300000,0.940000,0.577988,1.000000,0.840000,1.000000,0.190000,0.571429,1.000000,1.000000,1.000000,1.000000,0.717000,0.274375,0.131250,0.564409,1.000000
250,CAND_0039831,1.661941657,0.334041718,0.000,Senior Data Engineer,6.4,Swiggy,"Noida, Uttar Pradesh",,,bm25 | milvus | learning to rank | serving | shipped | drift | on-call | scikit-learn,1.661942,0.530822,0.000000,0.500000,1.000000,0.125000,0.062500,0.000000,1.000000,0.000000,0.250000,0.325000,0.493658,0.980000,1.000000,0.399252,0.940000,0.880000,1.000000,0.780000,0.000000,0.000000,1.000000,1.000000,0.666667,0.222000,0.312500,0.218750,0.354701,1.000000
251,CAND_0053819,1.639828008,0.276508948,0.000,Analytics Engineer,5.0,HCL,"Jaipur, Rajasthan",,,bm25 | a/b | serving | drift | on-call | LoRA,1.639828,0.431353,0.000000,0.500000,1.000000,0.062500,0.000000,0.250000,0.750000,0.000000,0.000000,0.387500,0.246913,0.200000,0.830000,0.541688,1.000000,0.600000,1.000000,0.700000,0.285714,1.000000,1.000000,0.000000,0.333333,0.491000,0.287500,0.128125,0.634532,1.000000
252,CAND_0057357,1.639784328,0.344718737,0.000,Analytics Engineer,7.4,Globex Inc,"Kochi, Kerala",,,faiss | a/b | serving | drift | on-call | BentoML,1.639784,0.483776,0.000000,0.500000,1.000000,0.062500,0.000000,0.250000,0.750000,0.000000,0.000000,0.325000,0.150576,0.980000,0.780000,0.612152,0.880000,0.920000,1.000000,0.800000,0.857143,0.000000,1.000000,0.000000,1.000000,0.507000,0.287500,0.128125,0.573432,1.000000
253,CAND_0077031,1.619070781,0.341801342,0.000,Software Engineer,5.0,Paytm,"Vizag, Andhra Pradesh",,,faiss | shipped | drift | on-call | Hugging Face Transformers | LoRA | MLOps,1.619071,0.499980,0.000000,0.500000,1.000000,0.062500,0.000000,0.000000,0.750000,0.000000,0.250000,0.512500,0.357434,0.980000,0.730000,0.626943,1.000000,0.600000,1.000000,0.610000,0.857143,1.000000,1.000000,0.000000,1.000000,0.627000,0.262500,0.153125,0.731849,1.000000
254,CAND_0041402,1.616323305,0.329530863,0.180,AI Specialist,6.3,Ola,"Vizag, Andhra Pradesh",,AI domain mismatch,vector search | information retrieval | retrieval | ranking | recommendation system | recommendation systems | production | serving,1.616323,0.551739,0.180000,0.680000,1.000000,0.187500,0.375000,0.000000,0.550000,0.000000,0.000000,0.250000,0.705506,0.980000,0.730000,0.723835,1.000000,0.860000,1.000000,0.440000,0.571429,1.000000,1.000000,0.000000,0.333333,0.763000,0.361500,0.204375,0.685248,0.820000
255,CAND_0060257,1.613725982,0.248372419,0.070,AI Specialist,5.8,Paytm,"Gurgaon, Haryana",,low profile completeness,vector search | retrieval | milvus | weaviate | opensearch | ranking | recommendation system | recommendation systems,1.613726,0.552328,0.070000,0.680000,1.000000,0.412500,0.375000,0.000000,0.300000,0.000000,0.000000,0.387500,0.722928,0.980000,0.950000,0.661030,0.820000,0.760000,1.000000,0.570000,0.571429,1.000000,1.000000,1.000000,0.666667,0.497000,0.324000,0.223125,0.692626,0.930000
256,CAND_0093401,1.603533885,0.320293218,0.000,AI Specialist,6.0,Haptik,"Kolkata, West Bengal",,,semantic search | retrieval | embedding | embeddings | production | Machine Learning | LoRA | NLP,1.603534,0.511775,0.000000,0.680000,1.000000,0.350000,0.000000,0.000000,0.300000,0.000000,0.000000,0.525000,0.448359,0.980000,0.680000,0.753876,1.000000,0.800000,1.000000,0.850000,0.000000,1.000000,1.000000,0.000000,0.666667,0.519000,0.249000,0.132500,0.714050,1.000000
257,CAND_0019149,1.596014369,0.382462438,0.000,Senior Data Engineer,5.7,CRED,"Gurgaon, Haryana",,,information retrieval | retrieval | faiss | pgvector | shipped | drift | on-call | PyTorch,1.596014,0.528625,0.000000,0.500000,1.000000,0.250000,0.000000,0.000000,0.800000,0.000000,0.300000,0.325000,0.501890,0.980000,0.950000,0.523957,1.000000,0.740000,1.000000,0.160000,0.571429,1.000000,1.000000,1.000000,0.666667,0.609000,0.270000,0.212500,0.535297,1.000000
258,CAND_0002037,1.584226289,0.293237830,0.000,ML Engineer,5.5,Locobuzz,"Indore, Madhya Pradesh",,,retrieval | milvus | pinecone | elasticsearch | pgvector | ranking | production | Machine Learning,1.584226,0.543214,0.000000,0.830000,1.000000,0.412500,0.250000,0.000000,0.300000,0.000000,0.000000,1.000000,0.767733,0.620000,0.730000,0.512487,1.000000,0.700000,1.000000,0.370000,0.571429,0.000000,1.000000,0.000000,1.000000,0.295000,0.344000,0.198125,0.383209,1.000000
259,CAND_0082688,1.540864361,0.340662630,0.000,Senior Data Engineer,7.7,Initech,Sydney,,,elasticsearch | a/b | shipped | drift | on-call,1.540864,0.459907,0.000000,0.500000,1.000000,0.062500,0.000000,0.250000,0.750000,0.000000,0.250000,0.325000,0.099114,0.620000,0.560000,0.639685,0.880000,0.860000,1.000000,0.220000,0.571429,1.000000,1.000000,0.000000,1.000000,0.658000,0.287500,0.153125,0.596588,1.000000
260,CAND_0062561,1.522862414,0.363212125,0.180,ML Engineer,5.9,Razorpay,"Bhubaneswar, Odisha",,AI domain mismatch,information retrieval | retrieval | weaviate | learning to rank | ranking | production | serving | PyTorch,1.522862,0.577392,0.180000,0.830000,1.000000,0.350000,0.225000,0.000000,0.550000,0.000000,0.000000,0.325000,0.531814,0.980000,0.730000,0.746043,0.880000,0.780000,1.000000,0.360000,0.857143,1.000000,1.000000,0.000000,0.666667,0.532000,0.376500,0.215000,0.716989,0.820000
261,CAND_0047542,1.513723669,0.275327112,0.000,Senior Software Engineer (ML),5.0,Meesho,"Chennai, Tamil Nadu",,,retrieval | embedding | embeddings | sentence transformers | weaviate | pgvector | learning to rank | ranking,1.513724,0.536812,0.000000,0.620000,1.000000,0.475000,0.225000,0.000000,0.300000,0.000000,0.000000,0.712500,0.807194,0.980000,0.780000,0.671284,0.880000,0.600000,1.000000,0.750000,0.714286,1.000000,1.000000,0.000000,1.000000,0.154000,0.276000,0.208750,0.763156,1.000000
